GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
ENST00000523149 - EXTL3,ENST00000471066 - FKBP9,,ENST00000522293 - MGAT4B,ENST00000529492 - TMEM123,ENST00000425171 - PXDN,ENST00000410057 - ACVR1,ENST00000504687 - LMNA,ENST00000539518 - OLR1,ENST00000426856 - CRIM1,ENST00000393021 - RPS6KB1,ENST00000440575 - OSTM1,ENST00000512813 - CLCN3
ENST00000539687 - SPARC,ENST00000423035 - PGAP1,,ENST00000597529 - EMP3,ENST00000296955 - DCBLD1,ENST00000490286 - DPP4,ENST00000434918 - DPP4,ENST00000502326 - IL6ST,ENST00000486593 - LAMP2,ENST00000497720 - THBS1,ENST00000547300 - TRHDE,ENST00000422669 - LTBP1,ENST00000533131 - BDNF
ENST00000526212 - SSR2,ENST00000539687 - SPARC,,ENST00000420165 - L1CAM,ENST00000493254 - CYSLTR1,ENST00000296955 - DCBLD1,ENST00000439637 - ADAM10,ENST00000457377 - SLC4A7,ENST00000512821 - CD164,ENST00000423891 - JAG1,ENST00000413878 - CDH2,ENST00000506357 - SGCB,ENST00000515017 - ANXA5
ENST00000426982 - KIAA0319L,ENST00000456580 - CAPN5,,ENST00000524970 - THY1,ENST00000581826 - CPD,ENST00000533305 - LMO7,ENST00000439706 - SLC38A1,ENST00000526110 - HSPA8,ENST00000519011 - FZD6,ENST00000493278 - CALU,ENST00000410057 - ACVR1,ENST00000399516 - LAMA3,ENST00000531455 - ADAM15
ENST00000552132 - ERGIC2,ENST00000597529 - EMP3,,ENST00000410057 - ACVR1,ENST00000540196 - GNS,ENST00000464654 - TM9SF3,ENST00000621961 - PCDH7,ENST00000474644 - COL1A1,ENST00000450240 - EXTL2,ENST00000436949 - SEMA3A,ENST00000446844 - PSG7,ENST00000526110 - HSPA8,ENST00000533305 - LMO7
ENST00000393021 - RPS6KB1,ENST00000404377 - TNFSF18,,ENST00000453308 - PXDN,ENST00000431454 - BIRC6,ENST00000415851 - SLC2A1,ENST00000512212 - CD164,ENST00000521597 - TNFRSF11B,ENST00000423891 - JAG1,ENST00000469005 - FSTL1,ENST00000539507 - SLC3A2,ENST00000523739 - FZD6,ENST00000463839 - ITM2B
ENST00000493736 - SORT1,ENST00000589189 - GALNT1,,ENST00000452464 - SCARB2,ENST00000526110 - HSPA8,ENST00000326857 - DCBLD2,ENST00000638046 - ATP6AP2,ENST00000527577 - CD59,ENST00000531455 - ADAM15,ENST00000426059 - FN1,ENST00000437992 - RPL9,ENST00000551104 - PCBP2,ENST00000551104 - PCBP2
ENST00000489220 - PSG5,ENST00000541779 - LPAR1,,ENST00000543258 - M6PR,ENST00000435414 - TFPI,ENST00000361242 - ATG9A,ENST00000317840 - COL3A1,ENST00000429710 - PLAT,ENST00000443424 - FAP,ENST00000457660 - SLC3A2,ENST00000367173 - NFASC,ENST00000259056 - GALNT5,ENST00000518161 - TMEM30A
ENST00000551104 - PCBP2,ENST00000502363 - PKD2,,ENST00000526481 - CTSB,ENST00000628403 - SLC12A2,ENST00000469005 - FSTL1,ENST00000559925 - IGF1R,ENST00000443913 - CTSK,ENST00000599892 - PLAUR,ENST00000621959 - HYOU1,ENST00000493278 - CALU,ENST00000533668 - FGFR1,ENST00000368215 - PTPRK
ENST00000525999 - SULF1,ENST00000564751 - CD276,,ENST00000531917 - SSR2,ENST00000451895 - PSG4,ENST00000459859 - RPL3,ENST00000328306 - SLC9A7,ENST00000410057 - ACVR1,ENST00000426059 - FN1,ENST00000491959 - ZPLD1,ENST00000335110 - FAT4,ENST00000521597 - TNFRSF11B,ENST00000613060 - SLC6A6
ENST00000523108 - MGAT4B,ENST00000503010 - TMED7,,ENST00000534831 - GPRC5A,ENST00000521327 - SPARC,ENST00000419018 - FKBP14,ENST00000552588 - RPL18,ENST00000515017 - ANXA5,ENST00000367718 - TNFSF4,ENST00000623321 - ATRX,ENST00000478966 - SERPINE2,ENST00000549138 - TRHDE,ENST00000597009 - PSG3
ENST00000636997 - ASAH1,ENST00000434466 - RALA,,ENST00000474715 - YWHAQ,ENST00000376723 - UGGT1,ENST00000558964 - NEO1,ENST00000512143 - PDGFRA,ENST00000456400 - RPN2,ENST00000514032 - CANX,ENST00000509636 - PAM,ENST00000491995 - PSG2,ENST00000532161 - TMEM123,ENST00000563579 - RPS15A
ENST00000453308 - PXDN,ENST00000377499 - LMO7,,ENST00000491591 - DPP4,ENST00000552546 - TMEM106C,ENST00000332843 - COLEC10,ENST00000529447 - ZDHHC5,ENST00000486593 - LAMP2,ENST00000406487 - PSG2,ENST00000510477 - CDH10,ENST00000471046 - LAMP1,ENST00000636843 - CTSD,ENST00000539507 - SLC3A2
ENST00000547300 - TRHDE,ENST00000584049 - BDNF,,ENST00000578882 - APCDD1,ENST00000506357 - SGCB,ENST00000452448 - EPHA3,ENST00000399304 - FERMT2,ENST00000539507 - SLC3A2,ENST00000567934 - CDH11,ENST00000469648 - DCBLD2,ENST00000419018 - FKBP14,ENST00000588428 - NCLN,ENST00000501272 - ANXA5
ENST00000576052 - P4HB,ENST00000529447 - ZDHHC5,,ENST00000601073 - PSG1,ENST00000481946 - PTK7,ENST00000530962 - LAYN,ENST00000354906 - MIA3,ENST00000493736 - SORT1,ENST00000454389 - SLC4A7,ENST00000504734 - CANX,ENST00000367512 - EDEM3,ENST00000527215 - CTSB,ENST00000630839 - UQCRC2
ENST00000474644 - COL1A1,ENST00000376723 - UGGT1,,ENST00000519678 - ASPH,ENST00000547300 - TRHDE,ENST00000533131 - BDNF,ENST00000502326 - IL6ST,ENST00000572932 - NOMO3,ENST00000395603 - ATRX,ENST00000589189 - GALNT1,ENST00000539687 - SPARC,ENST00000420512 - CERCAM,ENST00000394890 - P4HA1
ENST00000597912 - PSG4,ENST00000443638 - TM9SF3,,ENST00000551104 - PCBP2,ENST00000469350 - PLOD2,ENST00000426982 - KIAA0319L,ENST00000564631 - TMX3,ENST00000374893 - ECE1,ENST00000356660 - BDNF,ENST00000519011 - FZD6,ENST00000433736 - ITGAV,ENST00000564631 - TMX3,ENST00000546509 - ERGIC2
ENST00000493278 - CALU,ENST00000492658 - BGN,,ENST00000492059 - FBLN2,ENST00000434466 - RALA,ENST00000492324 - VDAC1,ENST00000578698 - PTPRM,ENST00000333552 - RALY,ENST00000519678 - ASPH,ENST00000543704 - M6PR,ENST00000519678 - ASPH,ENST00000367512 - EDEM3,ENST00000526000 - CD44
ENST00000438277 - UGGT1,ENST00000480756 - BGN,,ENST00000455050 - PIGT,ENST00000518306 - ASPH,ENST00000494950 - PLOD2,ENST00000502498 - CANX,ENST00000440656 - GLB1,ENST00000608657 - ITGB5,ENST00000420047 - SEMA3A,ENST00000496049 - GAPDH,ENST00000505278 - PLXNA1,ENST00000486593 - LAMP2
ENST00000520052 - ANGPT1,ENST00000587367 - SNRPD2,,ENST00000554304 - SLC38A6,ENST00000405269 - SLC8A1,ENST00000549138 - TRHDE,ENST00000486533 - COL12A1,ENST00000576460 - NOMO3,ENST00000463027 - MYH9,ENST00000503856 - PDGFRA,ENST00000506260 - PAM,ENST00000479257 - CALU,ENST00000597529 - EMP3
ENST00000622388 - FOLR3,ENST00000451895 - PSG4,,ENST00000523108 - MGAT4B,ENST00000263556 - P4HA1,ENST00000426856 - CRIM1,ENST00000522036 - ASPH,ENST00000404377 - TNFSF18,ENST00000541428 - ASPH,ENST00000486593 - LAMP2,ENST00000497720 - THBS1,ENST00000512821 - CD164,ENST00000377499 - LMO7
ENST00000445143 - CD59,ENST00000560389 - ANXA2,,ENST00000563579 - RPS15A,ENST00000589528 - ACTN4,ENST00000428005 - SLC4A7,ENST00000621959 - HYOU1,ENST00000480003 - CD46,ENST00000523739 - FZD6,ENST00000484979 - PCDH17,ENST00000562998 - CDH11,ENST00000515017 - ANXA5,ENST00000509647 - FAT1
ENST00000503837 - SLIT2,ENST00000443424 - FAP,,ENST00000591304 - CLPTM1,ENST00000494614 - DCBLD2,ENST00000569454 - CDH13,ENST00000586056 - SLC14A1,ENST00000636705 - CLN5,ENST00000376839 - ACTN1,ENST00000401992 - PSG5,ENST00000564631 - TMX3,ENST00000527018 - CTSC,ENST00000549138 - TRHDE
ENST00000479499 - LAMC1,ENST00000367067 - CD55,,ENST00000509016 - ANXA5,ENST00000565868 - ITGA11,ENST00000543464 - CPD,ENST00000568090 - HSD17B2,ENST00000638046 - ATP6AP2,ENST00000539687 - SPARC,ENST00000470521 - MIA3,ENST00000523739 - FZD6,ENST00000502326 - IL6ST,ENST00000504734 - CANX
ENST00000522293 - MGAT4B,ENST00000374893 - ECE1,,ENST00000596730 - PSG9,ENST00000542058 - GNS,ENST00000558029 - MFGE8,ENST00000423891 - JAG1,ENST00000553370 - ACTN1,ENST00000475181 - CCDC80,ENST00000439274 - APP,ENST00000504687 - LMNA,ENST00000636571 - CTSD,ENST00000526212 - SSR2
ENST00000548898 - CD63,ENST00000420512 - CERCAM,,ENST00000548898 - CD63,ENST00000543704 - M6PR,ENST00000493254 - CYSLTR1,ENST00000452464 - SCARB2,ENST00000488053 - TNFSF4,ENST00000558745 - TSPAN3,ENST00000600817 - PSG5,ENST00000475075 - SLC6A9,ENST00000452464 - SCARB2,ENST00000530861 - BDNF
ENST00000260356 - THBS1,ENST00000549138 - TRHDE,,ENST00000552132 - ERGIC2,ENST00000481988 - SRPX2,ENST00000491388 - ALCAM,ENST00000482235 - ANTXR1,ENST00000533305 - LMO7,ENST00000550253 - TGFBR1,ENST00000539518 - OLR1,ENST00000493237 - MME,ENST00000504248 - MAN2B2,ENST00000374893 - ECE1
ENST00000542056 - GPRC5A,ENST00000618810 - INTS12,,ENST00000462968 - CD46,ENST00000418629 - TMEM131,ENST00000488834 - SSR1,ENST00000318266 - PTPRA,ENST00000545273 - GNS,ENST00000229708 - ULBP1,ENST00000506367 - PKD2,ENST00000481273 - PTK7,ENST00000597529 - EMP3,ENST00000497846 - ADAM10
ENST00000480003 - CD46,ENST00000520982 - BMP1,,ENST00000453796 - HSPG2,ENST00000394890 - P4HA1,ENST00000423035 - PGAP1,ENST00000302196 - IL1RAPL1,ENST00000572008 - RPS15A,ENST00000558733 - ADAM10,ENST00000541428 - ASPH,ENST00000576984 - BSG,ENST00000531917 - SSR2,ENST00000371180 - TM2D1
ENST00000504373 - CD164,ENST00000562998 - CDH11,,ENST00000493888 - MME,ENST00000439274 - APP,ENST00000513737 - ITGA1,ENST00000503721 - EDNRA,ENST00000523739 - FZD6,ENST00000480275 - CCDC80,ENST00000519678 - ASPH,ENST00000476359 - NLGN4Y,ENST00000488053 - TNFSF4,ENST00000618810 - INTS12
ENST00000406487 - PSG2,ENST00000463427 - TMEM87B,,ENST00000525469 - CD44,ENST00000554284 - NID2,ENST00000424645 - NCSTN,ENST00000461540 - CCT4,ENST00000456580 - CAPN5,ENST00000635944 - ASAH1,ENST00000374630 - EPHB2,ENST00000424645 - NCSTN,ENST00000230418 - PTK7,ENST00000346501 - TSPAN4
ENST00000538763 - ENO2,ENST00000510305 - PCDH18,,ENST00000415851 - SLC2A1,ENST00000540837 - M6PR,ENST00000593513 - AXL,ENST00000409938 - EPHA4,ENST00000436291 - PSG1,ENST00000481273 - PTK7,ENST00000558733 - ADAM10,ENST00000436949 - SEMA3A,ENST00000450102 - SCN5A,ENST00000424234 - ACTN4
ENST00000600817 - PSG5,ENST00000576052 - P4HB,,ENST00000489220 - PSG5,ENST00000426059 - FN1,ENST00000352445 - TOR3A,ENST00000624166 - ATRX,ENST00000418354 - FKBP9,ENST00000506649 - CD164,ENST00000450240 - EXTL2,ENST00000354906 - MIA3,ENST00000370050 - TMEM30A,ENST00000509537 - FAT1
ENST00000530962 - LAYN,ENST00000573029 - RSL1D1,,ENST00000379333 - SLC23A2,ENST00000367512 - EDEM3,ENST00000522566 - FZD6,ENST00000370408 - ERLIN1,ENST00000419671 - COL12A1,ENST00000555616 - ACTN1,ENST00000356660 - BDNF,ENST00000472007 - FKBP9,ENST00000427239 - COL11A1,ENST00000478236 - PLXNA3
ENST00000531917 - SSR2,ENST00000333552 - RALY,,ENST00000377499 - LMO7,ENST00000465196 - UGGT2,ENST00000528398 - PICALM,ENST00000540415 - LRP6,ENST00000505593 - LOX,ENST00000381086 - IGFBP3,ENST00000531455 - ADAM15,ENST00000368215 - PTPRK,ENST00000356660 - BDNF,ENST00000478966 - SERPINE2
ENST00000543464 - CPD,ENST00000518161 - TMEM30A,,ENST00000231004 - LOX,ENST00000589923 - GRN,ENST00000517951 - ADAM19,ENST00000356360 - PICALM,ENST00000470660 - LRP10,ENST00000438277 - UGGT1,ENST00000624166 - ATRX,ENST00000562826 - ITGA11,ENST00000590211 - CAPNS1,ENST00000491066 - PLXNA3
ENST00000545273 - GNS,ENST00000552959 - ATP5F1B,,ENST00000478348 - S100A10,ENST00000636705 - CLN5,ENST00000636196 - ATP6AP2,ENST00000409531 - TSPAN4,ENST00000519011 - FZD6,ENST00000539925 - LTBR,ENST00000523739 - FZD6,ENST00000475111 - TMEM30A,ENST00000424234 - ACTN4,ENST00000520523 - PLAT
ENST00000514458 - LMAN2,ENST00000532544 - CD82,,ENST00000529277 - CD82,ENST00000630839 - UQCRC2,ENST00000260356 - THBS1,ENST00000453190 - LIFR,ENST00000522293 - MGAT4B,ENST00000439274 - APP,ENST00000332843 - COLEC10,ENST00000522293 - MGAT4B,ENST00000627032 - GLG1,ENST00000434918 - DPP4
ENST00000537508 - SLC3A2,ENST00000426982 - KIAA0319L,,ENST00000530320 - CD151,ENST00000519742 - CLU,ENST00000543704 - M6PR,ENST00000440951 - ATP1A1,ENST00000438120 - PTPRF,ENST00000559925 - IGF1R,ENST00000543646 - GNS,ENST00000376802 - HLA-A,ENST00000538763 - ENO2,ENST00000424645 - NCSTN
ENST00000523739 - FZD6,ENST00000533246 - BDNF,,ENST00000521590 - SDC2,ENST00000439193 - EFEMP1,ENST00000631182 - SCN2A,ENST00000469350 - PLOD2,ENST00000503759 - LOX,ENST00000636705 - CLN5,ENST00000463027 - MYH9,ENST00000526212 - SSR2,ENST00000562090 - GLG1,ENST00000554304 - SLC38A6
ENST00000519678 - ASPH,ENST00000507407 - SLC9A3,,ENST00000424555 - SEMA3A,ENST00000428575 - XRCC6,ENST00000475220 - FKBP9,ENST00000466392 - EDEM3,ENST00000360674 - ADAM15,ENST00000521597 - TNFRSF11B,ENST00000439918 - P4HB,ENST00000470524 - COL5A2,ENST00000520734 - ANGPT1,ENST00000456580 - CAPN5
ENST00000244296 - PSG1,ENST00000537842 - TNFRSF1A,,ENST00000519011 - FZD6,ENST00000520734 - ANGPT1,ENST00000533999 - LAYN,ENST00000525685 - CD44,ENST00000434466 - RALA,ENST00000552516 - TGFBR1,ENST00000590654 - GALNT1,ENST00000597529 - EMP3,ENST00000591304 - CLPTM1,ENST00000376263 - HNRNPK
ENST00000564751 - CD276,ENST00000493278 - CALU,,ENST00000539687 - SPARC,ENST00000478064 - LAMC1,ENST00000525162 - PICALM,ENST00000244295 - PSG4,ENST00000543464 - CPD,ENST00000564317 - CDH11,ENST00000608657 - ITGB5,ENST00000515017 - ANXA5,ENST00000548898 - CD63,ENST00000404377 - TNFSF18
ENST00000486593 - LAMP2,ENST00000509647 - FAT1,,ENST00000393021 - RPS6KB1,ENST00000636815 - ASAH1,ENST00000425128 - SLC4A7,ENST00000440126 - APP,ENST00000509016 - ANXA5,ENST00000263339 - IL1A,ENST00000263339 - IL1A,ENST00000443913 - CTSK,ENST00000560389 - ANXA2,ENST00000529447 - ZDHHC5
ENST00000460393 - MME,ENST00000265077 - VCAN,,ENST00000370055 - L1CAM,ENST00000578698 - PTPRM,ENST00000481337 - ALCAM,ENST00000510722 - ITGA2,ENST00000502307 - AREG,ENST00000504734 - CANX,ENST00000480704 - PLOD2,ENST00000260356 - THBS1,ENST00000489128 - MOXD1,ENST00000472891 - MINPP1
ENST00000472007 - FKBP9,ENST00000580387 - RPL17,,ENST00000635193 - COL11A1,ENST00000412328 - HSPG2,ENST00000451895 - PSG4,ENST00000393346 - PICALM,ENST00000514604 - ERAP1,ENST00000503773 - IL6ST,ENST00000395603 - ATRX,ENST00000282673 - LIPA,ENST00000456580 - CAPN5,ENST00000555616 - ACTN1
ENST00000424408 - LAMA4,ENST00000420120 - DCN,,ENST00000504584 - CORIN,ENST00000462968 - CD46,ENST00000376839 - ACTN1,ENST00000549049 - SLC38A1,ENST00000549138 - TRHDE,ENST00000518867 - MGAT4B,ENST00000543464 - CPD,ENST00000531917 - SSR2,ENST00000397886 - PTTG1IP,ENST00000471632 - TMEM87B
ENST00000392029 - QSOX1,ENST00000552132 - ERGIC2,,ENST00000593983 - PSG11,ENST00000589414 - PIGN,ENST00000259056 - GALNT5,ENST00000597374 - PSG4,ENST00000629385 - ABCC4,ENST00000420512 - CERCAM,ENST00000525469 - CD44,ENST00000469005 - FSTL1,ENST00000589252 - ATP5F1A,ENST00000540482 - SLC12A9
ENST00000449038 - PLOD1,ENST00000471632 - TMEM87B,,ENST00000486593 - LAMP2,ENST00000502261 - MAN2A1,ENST00000532377 - LMO7,ENST00000636705 - CLN5,ENST00000530473 - HYOU1,ENST00000520770 - LRP12,ENST00000522656 - SLC7A2,ENST00000525469 - CD44,ENST00000518980 - MGAT4B,ENST00000463418 - GALNT5
ENST00000447608 - COL11A1,ENST00000629385 - ABCC4,,ENST00000614102 - FAT1,ENST00000531771 - PICALM,ENST00000483409 - SSR1,ENST00000440156 - SLC4A7,ENST00000576984 - BSG,ENST00000543464 - CPD,ENST00000479257 - CALU,ENST00000564751 - CD276,ENST00000530040 - TPP1,ENST00000614102 - FAT1
ENST00000452464 - SCARB2,ENST00000497846 - ADAM10,,ENST00000482519 - VAMP4,ENST00000426789 - TFRC,ENST00000374990 - TGFBR1,ENST00000550826 - ZNF844,ENST00000503721 - EDNRA,ENST00000377499 - LMO7,ENST00000454389 - SLC4A7,ENST00000424234 - ACTN4,ENST00000543464 - CPD,ENST00000503151 - CLPTM1L
ENST00000370050 - TMEM30A,ENST00000461482 - TFPI2,,ENST00000497957 - PTK7,ENST00000511233 - SLC38A9,ENST00000470524 - COL5A2,ENST00000456580 - CAPN5,ENST00000474715 - YWHAQ,ENST00000356253 - CACNA2D1,ENST00000559925 - IGF1R,ENST00000518980 - MGAT4B,ENST00000530786 - BDNF,ENST00000352931 - PTK7
ENST00000419671 - COL12A1,ENST00000627032 - GLG1,,ENST00000470019 - PTK7,ENST00000522293 - MGAT4B,ENST00000405312 - PSG4,ENST00000431916 - KIAA0319L,ENST00000467255 - NTM,ENST00000428848 - CDH13,ENST00000376839 - ACTN1,ENST00000541372 - SLC3A2,ENST00000437992 - RPL9,ENST00000354906 - MIA3
ENST00000297350 - TNFRSF11B,ENST00000463839 - ITM2B,,ENST00000518980 - MGAT4B,ENST00000590654 - GALNT1,ENST00000461482 - TFPI2,ENST00000425719 - NTM,ENST00000513737 - ITGA1,ENST00000523950 - VEGFA,ENST00000599892 - PLAUR,ENST00000355422 - GFRA1,ENST00000471046 - LAMP1,ENST00000474715 - YWHAQ
ENST00000497720 - THBS1,ENST00000376263 - HNRNPK,,ENST00000530786 - BDNF,ENST00000621959 - HYOU1,ENST00000356360 - PICALM,ENST00000436918 - ECE1,ENST00000436918 - ECE1,ENST00000436783 - ATP6AP2,ENST00000542056 - GPRC5A,ENST00000312439 - PSG1,ENST00000352931 - PTK7,ENST00000537842 - TNFRSF1A
ENST00000543258 - M6PR,ENST00000282943 - ADGRA3,,ENST00000402456 - PSG6,ENST00000550595 - HSP90B1,ENST00000393559 - LAMB1,ENST00000368640 - LAMA4,ENST00000259056 - GALNT5,ENST00000513319 - LOX,ENST00000439062 - IL1RAP,ENST00000356660 - BDNF,ENST00000563579 - RPS15A,ENST00000636705 - CLN5
ENST00000503010 - TMED7,ENST00000579014 - LAMA1,,ENST00000469005 - FSTL1,ENST00000419018 - FKBP14,ENST00000534131 - CTSC,ENST00000450031 - FAP,ENST00000488638 - LAMB2,ENST00000558964 - NEO1,ENST00000550253 - TGFBR1,ENST00000435149 - NCSTN,ENST00000529447 - ZDHHC5,ENST00000552959 - ATP5F1B
ENST00000481390 - PLAU,ENST00000374990 - TGFBR1,,ENST00000424408 - LAMA4,ENST00000526862 - HSPA8,ENST00000517957 - PDGFRB,ENST00000614102 - FAT1,ENST00000614327 - HSP90B1,ENST00000424703 - FSTL1,ENST00000558745 - TSPAN3,ENST00000452464 - SCARB2,ENST00000558485 - NEO1,ENST00000420120 - DCN
ENST00000627032 - GLG1,ENST00000480737 - FN1,,ENST00000523739 - FZD6,ENST00000437607 - PTPRF,ENST00000357376 - RTN4,ENST00000609928 - TOR1AIP2,ENST00000447282 - PCBP2,ENST00000342951 - PSG5,ENST00000342951 - PSG5,ENST00000502949 - SEL1L3,ENST00000457377 - SLC4A7,ENST00000367067 - CD55
ENST00000443638 - TM9SF3,ENST00000525528 - BDNF,,ENST00000595973 - GDF15,ENST00000480003 - CD46,ENST00000584049 - BDNF,ENST00000584364 - RPL17,ENST00000504373 - CD164,ENST00000452464 - SCARB2,ENST00000555616 - ACTN1,ENST00000504373 - CD164,ENST00000463427 - TMEM87B,ENST00000598076 - FCGRT
ENST00000377499 - LMO7,ENST00000374630 - EPHB2,,ENST00000382989 - MME,ENST00000519886 - EXTL3,ENST00000461487 - SLC22A16,ENST00000493491 - ITPR1,ENST00000403380 - PSG1,ENST00000407925 - LTBP1,ENST00000474715 - YWHAQ,ENST00000588428 - NCLN,ENST00000474715 - YWHAQ,ENST00000471046 - LAMP1
ENST00000476824 - ITGA4,ENST00000457377 - SLC4A7,,ENST00000481273 - PTK7,ENST00000473287 - TMCO3,ENST00000610997 - GPR107,ENST00000489299 - NAALADL2,ENST00000529447 - ZDHHC5,ENST00000438120 - PTPRF,ENST00000558964 - NEO1,ENST00000627032 - GLG1,ENST00000537508 - SLC3A2,ENST00000472139 - PSEN2
ENST00000438120 - PTPRF,ENST00000614327 - HSP90B1,,ENST00000437992 - RPL9,ENST00000559053 - ADAM10,ENST00000473253 - NAALADL2,ENST00000522919 - ASPH,ENST00000355422 - GFRA1,,ENST00000567934 - CDH11,ENST00000559494 - TSPAN3,ENST00000479499 - LAMC1,ENST00000283256 - SCN2A
ENST00000522566 - FZD6,ENST00000608657 - ITGB5,,ENST00000542056 - GPRC5A,ENST00000418492 - CDH2,ENST00000470360 - SLC7A2,ENST00000505859 - HEXB,ENST00000467571 - GLB1,,ENST00000537058 - CADM1,ENST00000503010 - TMED7,ENST00000589322 - SLC14A1,ENST00000263556 - P4HA1
ENST00000529277 - CD82,ENST00000478348 - S100A10,,ENST00000439918 - P4HB,ENST00000439476 - BDNF,ENST00000424772 - NCEH1,ENST00000422544 - PDGFC,ENST00000546105 - MYO18A,,ENST00000377499 - LMO7,ENST00000617533 - SEZ6L2,ENST00000568090 - HSD17B2,ENST00000635193 - COL11A1
ENST00000423035 - PGAP1,ENST00000259056 - GALNT5,,ENST00000597912 - PSG4,ENST00000473253 - NAALADL2,ENST00000590654 - GALNT1,ENST00000463054 - UGGT2,ENST00000342951 - PSG5,,ENST00000423035 - PGAP1,ENST00000564317 - CDH11,ENST00000509016 - ANXA5,ENST00000461704 - GALNT5
ENST00000492059 - FBLN2,ENST00000493406 - WNT5A,,ENST00000579014 - LAMA1,ENST00000419255 - SEMA3C,ENST00000439706 - SLC38A1,ENST00000341517 - PDE4B,ENST00000282673 - LIPA,,ENST00000552516 - TGFBR1,ENST00000476824 - ITGA4,ENST00000404377 - TNFSF18,ENST00000493278 - CALU
ENST00000420165 - L1CAM,ENST00000438120 - PTPRF,,ENST00000514464 - BACE1,ENST00000425660 - ACTB,ENST00000377499 - LMO7,ENST00000520198 - ASPH,ENST00000503010 - TMED7,,ENST00000366175 - PSG5,ENST00000537058 - CADM1,ENST00000419526 - ACVRL1,ENST00000443638 - TM9SF3
ENST00000335110 - FAT4,ENST00000424234 - ACTN4,,ENST00000475220 - FKBP9,ENST00000463070 - APP,ENST00000453190 - LIFR,ENST00000527977 - CLMP,ENST00000613627 - BSG,,ENST00000475181 - CCDC80,ENST00000505278 - PLXNA1,ENST00000590246 - SLC14A1,ENST00000636251 - ATP6AP2
ENST00000282673 - LIPA,ENST00000601041 - PSG4,,ENST00000564317 - CDH11,ENST00000517951 - ADAM19,ENST00000419255 - SEMA3C,ENST00000451279 - PCYOX1,ENST00000335110 - FAT4,,ENST00000424408 - LAMA4,ENST00000591194 - SLC44A2,ENST00000613627 - BSG,ENST00000455111 - GPC1
ENST00000591194 - SLC44A2,ENST00000532182 - HSPA8,,ENST00000552959 - ATP5F1B,ENST00000612334 - CERCAM,ENST00000438120 - PTPRF,ENST00000414670 - ITGB1,ENST00000369234 - GFRA1,,ENST00000367173 - NFASC,ENST00000374990 - TGFBR1,ENST00000519678 - ASPH,ENST00000564751 - CD276
ENST00000502326 - IL6ST,ENST00000472891 - MINPP1,,ENST00000449038 - PLOD1,ENST00000614327 - HSP90B1,ENST00000543646 - GNS,ENST00000356253 - CACNA2D1,ENST00000530786 - BDNF,,ENST00000407356 - PSG5,ENST00000486593 - LAMP2,ENST00000533305 - LMO7,ENST00000536256 - ABCC4
ENST00000597529 - EMP3,ENST00000424645 - NCSTN,,ENST00000520982 - BMP1,ENST00000488053 - TNFSF4,ENST00000341517 - PDE4B,ENST00000469005 - FSTL1,ENST00000356660 - BDNF,,ENST00000635944 - ASAH1,ENST00000489220 - PSG5,ENST00000403380 - PSG1,ENST00000457377 - SLC4A7
ENST00000463427 - TMEM87B,ENST00000532161 - TMEM123,,ENST00000531455 - ADAM15,ENST00000549922 - TRHDE,ENST00000560389 - ANXA2,ENST00000463418 - GALNT5,ENST00000551104 - PCBP2,,ENST00000402934 - LTBP1,ENST00000492658 - BGN,ENST00000414812 - PCYOX1,ENST00000506357 - SGCB
ENST00000489128 - MOXD1,ENST00000506260 - PAM,,ENST00000540482 - SLC12A9,ENST00000233573 - ITGA4,ENST00000355422 - GFRA1,ENST00000542450 - CADM1,ENST00000360490 - MME,,ENST00000513319 - LOX,ENST00000599214 - PSG5,ENST00000558132 - ANXA2,ENST00000490242 - ITGBL1
ENST00000592683 - TUBB6,ENST00000509490 - PDGFRA,,ENST00000463839 - ITM2B,ENST00000589252 - ATP5F1A,ENST00000504461 - PDGFRA,ENST00000466473 - HILPDA,ENST00000567951 - GLG1,,ENST00000356253 - CACNA2D1,ENST00000424703 - FSTL1,ENST00000523149 - EXTL3,ENST00000560553 - MFGE8
ENST00000424234 - ACTN4,ENST00000619410 - SCN7A,,ENST00000505278 - PLXNA1,ENST00000463443 - FKBP9,ENST00000482235 - ANTXR1,ENST00000502059 - SLC14A1,ENST00000594198 - EMP3,,ENST00000407925 - LTBP1,ENST00000638046 - ATP6AP2,ENST00000369234 - GFRA1,ENST00000523295 - GSR
ENST00000367173 - NFASC,ENST00000602039 - PSG1,,ENST00000506357 - SGCB,ENST00000487647 - FGFR1,ENST00000520233 - SDC2,ENST00000539372 - TNFRSF1A,ENST00000463427 - TMEM87B,,ENST00000438120 - PTPRF,ENST00000474715 - YWHAQ,ENST00000638046 - ATP6AP2,ENST00000590382 - SLC44A2
