GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
,,,,ENST00000359028 - AKAP9,,ENST00000378226 - BTBD3,,ENST00000480823 - FSTL1,,,,
,,,,ENST00000552844 - ARHGAP29,,ENST00000378699 - SEPTIN8,,ENST00000374786 - NTM,,,,
,,,,ENST00000470019 - PTK7,,ENST00000511081 - CLDND1,,ENST00000480737 - FN1,,,,
,,,,ENST00000622399 - GTF2IP1,,ENST00000504226 - FST,,ENST00000466755 - THBS1,,,,
,,,,ENST00000443817 - CPED1,,ENST00000424869 - ZEB1,,ENST00000522368 - RRM2B,,,,
,,,,ENST00000396222 - LDHA,,ENST00000524835 - TM9SF1,,ENST00000490286 - DPP4,,,,
,,,,ENST00000558397 - RPS17,,ENST00000513373 - SEPTIN11,,ENST00000394685 - CEMIP,,,,
,,,,ENST00000420397 - MARCHF7,,ENST00000488983 - KLHL20,,ENST00000491959 - ZPLD1,,,,
,,,,ENST00000474644 - COL1A1,,ENST00000326857 - DCBLD2,,ENST00000617961 - missing,,,,
,,,,ENST00000454569 - SCN9A,,ENST00000370021 - PRPF38B,,ENST00000615337 - SLC35B2,,,,
,,,,ENST00000519654 - PTK2,,ENST00000421809 - ETV5,,ENST00000413427 - SKIL,,,,
,,,,ENST00000620755 - NOMO1,,ENST00000503115 - PLK2,,ENST00000304338 - PPP4R4,,,,
,,,,ENST00000524970 - THY1,,ENST00000409484 - CYBRD1,,ENST00000619905 - PPP4R4,,,,
,,,,ENST00000616566 - PGM3,,ENST00000493454 - NAA50,,ENST00000359478 - MFAP5,,,,
,,,,ENST00000287667 - NOMO1,,ENST00000045083 - RIPOR3,,ENST00000529641 - HBS1L,,,,
,,,,ENST00000409731 - ACTG2,,ENST00000463546 - SH3BGRL,,ENST00000434046 - SYNPO2,,,,
,,,,ENST00000422669 - LTBP1,,ENST00000536634 - CLIP1,,ENST00000540592 - NARS1,,,,
,,,,ENST00000395980 - missing,,ENST00000219454 - WFDC1,,ENST00000258743 - IL6,,,,
,,,,ENST00000584049 - BDNF,,ENST00000441902 - PIP5K1A,,ENST00000423829 - ICAM1,,,,
,,,,ENST00000468379 - NIBAN2,,ENST00000321925 - SLC14A1,,ENST00000561100 - GPR176,,,,
,,,,ENST00000392979 - ANO4,,ENST00000532354 - CAVIN3,,ENST00000397111 - CARS1,,,,
,,,,ENST00000630046 - SERF2,,ENST00000474380 - LAMB1,,ENST00000400325 - MICA,,,,
,,,,ENST00000371697 - ANKRD1,,ENST00000552228 - RBMS2,,ENST00000426059 - FN1,,,,
,,,,ENST00000344730 - ABL2,,ENST00000489959 - CEACAMP10,,ENST00000503974 - PDLIM5,,,,
,,,,ENST00000404526 - RBM5,,ENST00000601306 - RPS11,,ENST00000356253 - CACNA2D1,,,,
,,,,ENST00000414897 - TRIM22,,ENST00000530694 - DKK3,,ENST00000552270 - ALDH1L2,,,,
,,,,ENST00000295550 - COL6A3,,ENST00000496826 - USF3,,ENST00000596032 - ITGB1P1,,,,
,,,,ENST00000542447 - CADM1,,ENST00000471268 - KDELR3,,ENST00000292357 - PEAR1,,,,
,,,,ENST00000483110 - missing,,ENST00000265447 - ANXA11,,ENST00000525201 - TSPAN4,,,,
,,,,ENST00000554539 - HNRNPC,,ENST00000537725 - DCP1B,,ENST00000531512 - SULF1,,,,
,,,,ENST00000487075 - EIF2S3,,ENST00000611014 - PAMR1,,ENST00000549628 - IGFBP6,,,,
,,,,ENST00000627621 - NFAT5,,ENST00000531180 - EIF4G2,,ENST00000617095 - MBOAT7,,,,
,,,,ENST00000480823 - FSTL1,,ENST00000413546 - TP53BP1,,ENST00000616849 - MBOAT7,,,,
,,,,ENST00000466748 - STAG2,,ENST00000465900 - SND1,,ENST00000614592 - GTF2IP1,,,,
,,,,ENST00000409510 - NABP1,,ENST00000484161 - RAB34,,ENST00000469774 - GLS,,,,
,,,,ENST00000307834 - NABP1,,ENST00000398955 - MGARP,,ENST00000483180 - NFKBIZ,,,,
,,,,ENST00000617797 - CUL1,,ENST00000436783 - ATP6AP2,,ENST00000519011 - FZD6,,,,
,,,,ENST00000556360 - PCNX4,,ENST00000444230 - IRAK1,,ENST00000529016 - PICALM,,,,
,,,,ENST00000464916 - COL1A2,,ENST00000357596 - PHF11,,ENST00000611535 - OSCAR,,,,
,,,,ENST00000471562 - FILIP1L,,ENST00000620511 - TRIO,,ENST00000536831 - RRP12,,,,
,,,,ENST00000381086 - IGFBP3,,ENST00000379471 - NOL6,,ENST00000492948 - MBNL1,,,,
,,,,ENST00000631203 - TJP1,,ENST00000361676 - NF2,,ENST00000419067 - IMPDH1,,,,
,,,,ENST00000435414 - TFPI,,ENST00000343529 - RELN,,ENST00000508685 - SH3RF1,,,,
,,,,ENST00000311785 - SEC31A,,ENST00000360534 - DPP4,,ENST00000392951 - TAGLN,,,,
,,,,ENST00000457933 - BRD2,,ENST00000307834 - NABP1,,ENST00000518867 - MGAT4B,,,,
,,,,ENST00000495700 - PLOD2,,ENST00000534872 - WNK1,,ENST00000492627 - CD81,,,,
,,,,ENST00000334785 - NEXN,,ENST00000413760 - STK25,,ENST00000481273 - PTK7,,,,
,,,,ENST00000222482 - CPA4,,ENST00000504118 - SLC41A3,,ENST00000420633 - PDE5A,,,,
,,,,ENST00000300177 - GREM1,,ENST00000488914 - CTNNB1,,ENST00000525463 - HSPA8,,,,
,,,,ENST00000409532 - ITGA6,,ENST00000563432 - GLG1,,ENST00000463027 - MYH9,,,,
,,,,ENST00000315757 - ITGA11,,ENST00000548400 - MYL6,,ENST00000394439 - PDE5A,,,,
,,,,ENST00000553182 - DDX23,,ENST00000493409 - CCSER2,,ENST00000272223 - OSR1,,,,
,,,,ENST00000590770 - ACLY,,ENST00000574215 - NEK10,,ENST00000530729 - MAP7D1,,,,
,,,,ENST00000380938 - ERBIN,,ENST00000464496 - RAB7A,,ENST00000367441 - RO60,,,,
,,,,ENST00000489458 - SGK1,,ENST00000510925 - APBB2,,ENST00000418169 - FYTTD1,,,,
,,,,ENST00000233813 - IGFBP5,,ENST00000626330 - DDX24,,ENST00000426154 - SCRN1,,,,
,,,,ENST00000356660 - BDNF,,ENST00000544005 - DDX24,,ENST00000532295 - MYCT1,,,,
,,,,ENST00000586833 - TPM4,,ENST00000239151 - HOXB5,,ENST00000360304 - MYLK,,,,
,,,,ENST00000450116 - RPS21,,ENST00000317516 - TPM1,,ENST00000532856 - SGK1,,,,
,,,,ENST00000617381 - DDX6,,ENST00000583839 - ANAPC11,,ENST00000331505 - missing,,,,
,,,,ENST00000528728 - CCDC81,,ENST00000609345 - ELAC2,,ENST00000538786 - ATL3,,,,
,,,,ENST00000282903 - PLOD2,,ENST00000379983 - UACA,,ENST00000252456 - CNN1,,,,
,,,,ENST00000416123 - COL12A1,,ENST00000613776 - ACACA,,ENST00000391877 - DEGS1,,,,
,,,,ENST00000353578 - COL6A3,,ENST00000631533 - ACACA,,ENST00000536525 - NAV3,,,,
,,,,ENST00000356005 - FN1,,ENST00000489310 - TP53BP2,,ENST00000405269 - SLC8A1,,,,
,,,,ENST00000427239 - COL11A1,,ENST00000373417 - ANGPTL2,,ENST00000478971 - PTGIS,,,,
,,,,ENST00000546027 - SERPINB7,,ENST00000542454 - BDKRB2,,ENST00000637807 - nan,,,,
,,,,ENST00000347557 - SMTN,,ENST00000381381 - SOX5,,ENST00000393946 - SYT12,,,,
,,,,ENST00000297268 - COL1A2,,ENST00000557508 - PSMA3,,ENST00000453526 - NREP,,,,
,,,,ENST00000561266 - TPM1,,ENST00000400655 - PPP1R11,,ENST00000341627 - TNFRSF12A,,,,
,,,,ENST00000322805 - GREM1,,ENST00000510105 - SMARCAD1,,ENST00000339732 - GALNT15,,,,
,,,,,,ENST00000476468 - NOLC1,,ENST00000352040 - ADAMTS12,,,,
,,,,,,ENST00000381584 - ZMYND11,,ENST00000616271 - CADM1,,,,
,,,,,,ENST00000537559 - VEPH1,,ENST00000357339 - FAS,,,,
,,,,,,ENST00000528829 - ARHGAP20,,ENST00000525061 - SULF1,,,,
,,,,,,ENST00000443238 - CHN1,,ENST00000419716 - SULF1,,,,
,,,,,,ENST00000422669 - LTBP1,,ENST00000527651 - STIM1,,,,
,,,,,,ENST00000373864 - EYA3,,ENST00000532354 - CAVIN3,,,,
,,,,,,ENST00000480006 - CCSER2,,ENST00000420738 - TMEM59,,,,
,,,,,,ENST00000506498 - UBE2Z,,ENST00000494535 - SCARF2,,,,
,,,,,,ENST00000542677 - SERPINB8,,ENST00000375615 - LAYN,,,,
,,,,,,ENST00000525283 - FDFT1,,ENST00000483110 - missing,,,,
,,,,,,ENST00000427843 - CAP1,,ENST00000490939 - CMAHP,,,,
,,,,,,ENST00000414083 - DAXX,,ENST00000612790 - BCAT1,,,,
,,,,,,ENST00000495625 - FILIP1L,,ENST00000502949 - SEL1L3,,,,
,,,,,,ENST00000568883 - PKM,,ENST00000416658 - SLMAP,,,,
,,,,,,ENST00000496747 - ATP6V1A,,ENST00000508342 - NEDD4,,,,
,,,,,,,,ENST00000598916 - MAP1S,,,,
,,,,,,,,ENST00000426982 - KIAA0319L,,,,
,,,,,,,,ENST00000555616 - ACTN1,,,,
,,,,,,,,ENST00000506652 - PRKAA1,,,,
,,,,,,,,ENST00000289952 - SLC39A14,,,,
,,,,,,,,ENST00000418533 - LTBP1,,,,
,,,,,,,,ENST00000552909 - LIMA1,,,,
,,,,,,,,ENST00000474033 - MXRA8,,,,
,,,,,,,,ENST00000571252 - PCDHGA4,,,,
,,,,,,,,ENST00000589204 - ALPK2,,,,
,,,,,,,,ENST00000360568 - P4HA2,,,,
,,,,,,,,ENST00000551994 - VEZT,,,,
,,,,,,,,ENST00000523127 - SARAF,,,,
,,,,,,,,ENST00000450403 - MINDY2,,,,
,,,,,,,,ENST00000367909 - RGS4,,,,
,,,,,,,,ENST00000526500 - DIXDC1,,,,
,,,,,,,,ENST00000561457 - TMEM250,,,,
,,,,,,,,ENST00000358919 - DLC1,,,,
,,,,,,,,ENST00000358170 - CD46,,,,
,,,,,,,,ENST00000506451 - SEPTIN7P14,,,,
,,,,,,,,ENST00000527277 - EFEMP2,,,,
,,,,,,,,ENST00000497291 - KCNAB1,,,,
,,,,,,,,ENST00000317840 - COL3A1,,,,
,,,,,,,,ENST00000565468 - TMEM178B,,,,
,,,,,,,,ENST00000428526 - CPED1,,,,
,,,,,,,,ENST00000264441 - PCYOX1,,,,
,,,,,,,,ENST00000251127 - NALCN,,,,
,,,,,,,,ENST00000264463 - CDH10,,,,
,,,,,,,,ENST00000380138 - EDIL3,,,,
,,,,,,,,ENST00000549940 - GNPTAB,,,,
,,,,,,,,ENST00000548336 - C12orf75,,,,
,,,,,,,,ENST00000613624 - ESYT2,,,,
,,,,,,,,ENST00000611068 - RTN1,,,,
,,,,,,,,ENST00000360162 - ADD3,,,,
,,,,,,,,ENST00000520973 - TACC1,,,,
,,,,,,,,ENST00000381055 - ADAMTS6,,,,
,,,,,,,,ENST00000481849 - HLA-B,,,,
,,,,,,,,ENST00000515321 - WDR41,,,,
,,,,,,,,ENST00000535993 - CCND1,,,,
,,,,,,,,ENST00000503010 - TMED7,,,,
,,,,,,,,ENST00000166534 - P4HA2,,,,
,,,,,,,,ENST00000518980 - MGAT4B,,,,
,,,,,,,,ENST00000539548 - CDH13,,,,
,,,,,,,,ENST00000548162 - MMP14,,,,
,,,,,,,,ENST00000360358 - OR2W3,,,,
,,,,,,,,ENST00000537992 - ITGB8,,,,
,,,,,,,,ENST00000635998 - ASAH1,,,,
,,,,,,,,ENST00000527546 - MICAL2,,,,
,,,,,,,,ENST00000295571 - EOGT,,,,
,,,,,,,,ENST00000427902 - ZEB2,,,,
,,,,,,,,ENST00000492072 - CPA4,,,,
,,,,,,,,ENST00000437119 - ARFGAP3,,,,
,,,,,,,,ENST00000358477 - TRPC4,,,,
,,,,,,,,ENST00000591784 - YIF1B,,,,
,,,,,,,,ENST00000486979 - ALCAM,,,,
,,,,,,,,ENST00000497355 - FOXP1,,,,
,,,,,,,,ENST00000395912 - RRM2B,,,,
,,,,,,,,ENST00000616927 - PLEKHA2,,,,
,,,,,,,,ENST00000585930 - SEPTIN9,,,,
,,,,,,,,ENST00000426105 - PUM1,,,,
,,,,,,,,ENST00000526740 - MAP6,,,,
,,,,,,,,ENST00000489603 - LRRFIP1,,,,
,,,,,,,,ENST00000520700 - TRAM1,,,,
,,,,,,,,ENST00000554167 - FRMD6,,,,
,,,,,,,,ENST00000380277 - PXDC1,,,,
,,,,,,,,ENST00000515091 - SPOCK1,,,,
,,,,,,,,ENST00000523027 - DPYSL2,,,,
,,,,,,,,ENST00000392717 - missing,,,,
,,,,,,,,ENST00000509647 - FAT1,,,,
,,,,,,,,ENST00000399355 - ITSN1,,,,
,,,,,,,,ENST00000542557 - PTPRO,,,,
,,,,,,,,ENST00000522100 - TNIP1,,,,
